timestamp,hostname,git_rev,T,n,m,k,PC_scheme,Commitment_hash,levels,arity,param_count,data_prove_time,avg_update,avg_backward,avg_forward,avg_logup,avg_logup_prove,avg_pogd,agg_recursion_total,agg_recursion_amort,aggr_time_total,aggr_time_avg,aggr_prove_total,aggr_prove_avg,commit_time_avg,verifier_time,recursion_verifier_time,pogd_proof_size,final_proof_size, peak_memory
2025-11-09T21:23:58Z,KDR-JHB-KNB-015,,1,1,1,1,1,1,2,1,5,0.000000,0.000000,0.000000,0.279588,0.862594,0.279572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000175,0.000000,0.000000,0.000000,0.750000,0.088211
2025-11-09T22:17:23Z,KDR-JHB-KNB-015,,64,256,512,256,1,1,2,1,525056,0.000000,0.000000,0.000000,1.038352,4.193704,0.983155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.303680,0.000494,0.000494,0.000000,6.937500,1.982361
